cwe,cve_id,lines,chars,functions_detected,calls_detected,variables_detected,pointers_detected,arrays_detected,conditionals_detected,loops_detected,ast_success,vulnerability_indicators,indicator_count
CWE-416,CVE-2020-25220,12,303,1,2,1,1,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-4015,48,1122,1,10,6,20,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2023-4622,115,2579,1,29,9,34,0,19,0,True,['pointer_operations'],1
CWE-416,CVE-2018-17182,62,1860,1,5,1,47,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2017-16648,15,288,1,3,2,5,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2016-8655,150,3606,1,41,9,82,0,28,0,True,['pointer_operations'],1
CWE-416,CVE-2016-8655,212,4109,1,21,5,55,0,41,0,True,['pointer_operations'],1
CWE-416,CVE-2023-33288,18,508,1,9,2,8,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2020-8428,172,4210,1,45,9,70,2,33,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-15436,144,3382,1,31,5,57,0,24,0,True,['pointer_operations'],1
CWE-416,CVE-2020-15436,45,1126,1,12,4,8,0,5,0,True,['pointer_operations'],1
CWE-416,CVE-2017-10661,47,1151,0,12,1,13,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2017-10661,15,461,1,4,1,10,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2016-9794,22,565,1,7,2,5,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2019-15215,24,612,1,13,2,15,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2016-7913,56,1434,1,10,5,37,2,7,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2017-15115,43,1128,1,7,6,12,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2023-0468,4,131,1,1,1,2,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-0468,67,1854,1,11,5,29,0,12,1,True,['pointer_operations'],1
CWE-416,CVE-2022-22942,25,784,1,6,8,4,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-22942,234,6670,1,80,12,79,0,33,0,True,['pointer_operations'],1
CWE-416,CVE-2021-0935,123,2847,1,23,7,61,1,19,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-20938,64,2249,1,8,12,23,0,7,1,True,"['buffer_variables', 'pointer_operations']",2
CWE-416,CVE-2023-4207,106,2343,1,29,14,45,6,16,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-41849,25,674,1,6,2,8,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-41849,38,959,1,4,3,12,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1204,80,1687,1,27,3,15,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-33250,22,683,1,13,3,11,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2021-28691,31,621,1,6,1,21,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3317,51,1238,1,6,10,19,0,4,2,True,['pointer_operations'],1
CWE-416,CVE-2022-2602,111,3339,1,36,2,53,0,3,2,True,['pointer_operations'],1
CWE-416,CVE-2022-2602,53,1182,1,19,6,24,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1055,231,5619,1,53,14,46,6,35,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1055,133,3574,1,34,9,24,2,16,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-0423,52,1347,1,13,6,4,0,2,1,True,['pointer_operations'],1
CWE-416,CVE-2023-1195,52,1331,1,20,2,30,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2978,81,2193,1,18,4,77,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-30772,32,917,1,17,2,10,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-1838,93,1870,1,32,7,32,2,13,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1280,139,4201,1,24,13,85,0,12,0,True,['pointer_operations'],1
CWE-416,CVE-2019-2024,65,1324,1,13,3,36,6,9,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2015-5706,61,1393,0,21,7,18,0,10,1,True,['pointer_operations'],1
CWE-416,CVE-2016-10906,53,1323,1,12,8,27,2,7,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2016-10906,62,1612,1,24,6,31,5,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2019-15917,20,355,1,4,2,5,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-14416,19,436,1,4,2,12,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2017-18202,97,3042,1,27,4,27,0,5,1,True,['pointer_operations'],1
CWE-416,CVE-2022-3534,11,283,1,2,4,1,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2023-3159,25,955,1,3,3,24,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2014-9940,21,477,1,4,3,11,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2022-1998,110,3207,1,23,10,22,0,14,0,True,['pointer_operations'],1
CWE-416,CVE-2017-0861,77,1845,1,13,6,18,2,13,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-4696,20,447,1,4,3,5,1,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-1652,50,1428,1,18,7,36,0,4,0,True,['pointer_operations'],1
CWE-416,CVE-2022-41850,35,947,1,4,5,16,2,2,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2019-8956,97,2198,1,23,8,18,0,14,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19529,13,287,1,6,2,3,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2018-19824,124,3222,1,30,6,43,14,20,2,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-1859,33,839,1,11,1,33,11,3,2,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2021-4202,17,377,1,4,4,6,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2022-42896,142,3234,1,33,9,71,3,12,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-1734,16,369,1,7,2,8,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-27066,15,306,1,7,1,12,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2022-4382,11,177,1,3,1,0,0,1,0,True,[],0
CWE-416,CVE-2022-4382,56,1146,1,7,4,14,0,6,0,True,['pointer_operations'],1
CWE-416,CVE-2020-36313,18,466,1,1,3,12,8,1,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36313,47,1587,1,12,5,18,3,9,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2020-36557,38,749,1,4,4,26,3,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2019-15213,13,334,1,4,3,3,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19318,4,81,0,1,0,1,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2022-0646,9,223,1,3,3,6,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2021-37159,77,2071,0,20,4,27,4,9,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2019-15239,10,275,1,6,2,2,0,0,1,True,['pointer_operations'],1
CWE-416,CVE-2017-16525,137,3256,1,27,12,75,0,14,1,True,['pointer_operations'],1
CWE-416,CVE-2021-45868,46,1189,1,13,6,16,3,6,1,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2019-6974,51,989,1,12,5,30,1,7,0,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2022-2977,31,792,1,14,1,29,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2977,10,364,1,8,1,7,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2019-19769,26,919,1,5,2,6,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-4394,36,1032,1,12,5,18,1,5,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2022-1973,1479,34947,1,333,47,555,26,161,15,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2022-0487,21,602,1,13,3,12,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2014-4654,116,3108,1,15,5,61,1,23,1,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-416,CVE-2023-5345,663,17453,1,99,5,261,9,77,2,True,"['pointer_operations', 'array_operations']",2
CWE-416,CVE-2023-35828,18,474,1,9,2,13,0,0,0,True,['pointer_operations'],1
CWE-416,CVE-2016-6828,5,155,1,0,2,2,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-4133,11,308,1,3,1,10,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2023-40283,27,446,1,10,3,3,0,1,0,True,['pointer_operations'],1
CWE-416,CVE-2023-4921,14,402,1,4,2,18,0,2,0,True,['pointer_operations'],1
CWE-416,CVE-2020-0466,162,4269,1,35,5,52,0,26,0,True,['pointer_operations'],1
CWE-416,CVE-2014-9914,23,660,1,11,5,14,0,3,0,True,['pointer_operations'],1
CWE-416,CVE-2022-2585,163,4008,1,37,2,37,0,14,0,True,['pointer_operations'],1
CWE-476,CVE-2023-31083,54,1011,1,9,3,16,0,7,0,True,['pointer_operations'],1
CWE-476,CVE-2017-15116,19,442,1,3,4,11,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2017-15116,4,88,1,0,1,1,0,0,0,True,['pointer_operations'],1
CWE-476,CVE-2017-15116,6,197,1,0,3,1,0,0,0,True,['pointer_operations'],1
CWE-476,CVE-2017-15116,19,311,1,3,3,1,0,2,0,True,['pointer_operations'],1
CWE-476,CVE-2018-7492,149,3860,1,28,9,51,3,16,2,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2023-32252,27,679,1,5,1,8,0,5,0,True,['pointer_operations'],1
CWE-476,CVE-2023-32252,23,638,1,4,5,13,0,2,0,True,['pointer_operations'],1
CWE-476,CVE-2023-32252,58,1341,1,7,5,6,0,8,1,True,['pointer_operations'],1
CWE-476,CVE-2023-32252,173,4920,1,47,6,91,0,15,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-476,CVE-2023-32252,4,91,1,1,1,2,0,0,0,True,['pointer_operations'],1
CWE-476,CVE-2023-32252,11,278,1,2,2,3,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2023-0122,93,2351,1,28,5,58,0,15,0,True,['pointer_operations'],1
CWE-476,CVE-2023-28466,228,6002,1,52,15,62,0,24,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-476,CVE-2023-28466,29,628,1,6,4,6,0,7,0,True,['pointer_operations'],1
CWE-476,CVE-2023-28466,23,493,1,3,4,0,0,1,0,True,[],0
CWE-476,CVE-2019-12818,63,1536,1,15,7,18,0,6,0,True,['pointer_operations'],1
CWE-476,CVE-2017-18079,15,361,1,2,2,3,0,0,0,True,['pointer_operations'],1
CWE-476,CVE-2017-18079,8,133,1,1,2,2,0,0,0,True,['pointer_operations'],1
CWE-476,CVE-2017-18079,89,2570,1,14,4,8,1,13,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-15923,55,1322,1,14,3,18,8,8,2,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-15923,32,553,1,7,1,7,0,4,2,True,['pointer_operations'],1
CWE-476,CVE-2019-15923,45,1101,1,7,2,46,5,3,1,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-476,CVE-2023-3358,31,901,0,4,2,11,2,2,3,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2023-3358,28,852,1,5,3,13,2,2,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,25,945,1,5,3,26,8,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,40,1222,1,7,4,41,7,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,39,1293,1,14,3,36,5,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,42,1266,1,13,3,30,2,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,37,1296,1,17,3,35,2,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,32,1053,1,12,2,29,3,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,38,1289,1,17,3,36,2,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,28,995,1,13,2,28,2,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,35,1199,1,14,3,32,2,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,33,1103,1,13,2,30,3,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-16646,23,716,1,6,2,22,3,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-27675,21,335,1,8,1,3,0,2,0,True,['pointer_operations'],1
CWE-476,CVE-2020-27675,16,345,1,6,2,2,0,0,1,True,['pointer_operations'],1
CWE-476,CVE-2020-27675,26,526,1,5,0,0,5,4,0,True,['array_operations'],1
CWE-476,CVE-2020-27675,7,148,1,2,0,1,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2020-27675,7,145,1,0,0,0,2,0,1,True,['array_operations'],1
CWE-476,CVE-2017-12153,45,1250,1,10,6,13,10,7,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-19815,24,652,1,9,5,0,0,5,0,True,[],0
CWE-476,CVE-2019-19815,16,370,1,3,4,4,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2019-19815,111,2711,1,27,9,15,0,14,0,True,['pointer_operations'],1
CWE-476,CVE-2019-19815,47,1130,1,14,7,17,0,6,1,True,['pointer_operations'],1
CWE-476,CVE-2022-1671,7,182,1,0,2,3,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-1671,7,149,1,0,2,3,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-1671,22,491,1,3,2,9,1,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-3105,53,1605,1,14,6,36,3,6,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2018-1094,1027,31257,1,366,18,316,8,156,5,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-476,CVE-2022-23222,57,1593,1,14,6,20,8,8,2,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,22,650,1,5,3,3,0,2,0,True,['pointer_operations'],1
CWE-476,CVE-2022-23222,35,797,1,0,0,0,0,1,0,True,[],0
CWE-476,CVE-2022-23222,44,1099,1,7,4,11,3,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,135,4366,1,46,6,85,17,30,4,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,118,3976,1,12,4,29,0,15,0,True,['pointer_operations'],1
CWE-476,CVE-2022-23222,47,1524,1,1,5,14,1,5,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,294,8742,1,75,11,86,28,46,3,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,131,3888,1,23,8,45,4,17,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,34,958,1,5,5,7,4,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,54,1819,1,11,4,24,3,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,9,262,1,0,0,0,0,0,0,True,[],0
CWE-476,CVE-2022-23222,230,7442,1,36,20,97,6,24,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,210,6780,1,58,11,47,12,47,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,176,4768,1,31,10,58,7,21,4,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,191,6399,1,56,12,101,16,31,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-23222,49,1276,1,2,2,22,0,5,0,True,['pointer_operations'],1
CWE-476,CVE-2022-23222,18,376,1,0,0,0,0,1,0,True,[],0
CWE-476,CVE-2020-27830,28,586,1,6,2,11,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2020-27830,49,1062,1,13,3,13,0,7,0,True,['pointer_operations'],1
CWE-476,CVE-2023-4459,38,1143,1,5,3,41,18,2,2,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-10711,32,673,1,1,5,12,1,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-10711,41,920,1,7,6,9,4,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2018-14617,99,2525,0,32,6,53,0,14,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-476,CVE-2019-18885,159,4799,1,51,4,89,0,13,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-476,CVE-2019-18885,30,743,0,8,3,7,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-18885,104,2888,1,39,8,62,9,9,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-18885,16,496,1,4,4,11,0,4,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-476,CVE-2019-18885,34,1073,1,8,4,15,2,6,2,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-18885,71,1779,1,18,9,20,7,7,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-18885,89,2370,1,14,7,28,2,9,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-18885,206,6515,0,57,11,82,1,21,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-476,CVE-2019-18885,31,916,0,9,8,12,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2019-18885,44,1040,1,14,6,20,2,5,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-476,CVE-2015-8551,33,855,1,11,4,8,0,5,0,True,['pointer_operations'],1
CWE-476,CVE-2015-8970,4,135,1,1,2,0,0,0,0,True,[],0
CWE-476,CVE-2015-8970,4,117,0,1,1,0,0,0,0,True,[],0
CWE-476,CVE-2015-8970,38,909,1,13,5,23,0,2,0,True,['pointer_operations'],1
CWE-476,CVE-2015-8970,4,79,1,1,1,0,0,0,0,True,[],0
CWE-476,CVE-2020-11609,12,384,1,1,3,11,4,0,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-11609,23,730,1,4,3,16,5,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-11609,52,1797,1,30,6,20,3,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-2647,34,838,0,11,3,4,0,3,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-476,CVE-2017-2647,31,731,1,4,3,12,0,4,0,True,['pointer_operations'],1
CWE-476,CVE-2017-2647,5,148,1,0,1,1,0,0,0,True,['pointer_operations'],1
CWE-476,CVE-2017-2647,138,3722,1,31,8,60,0,19,0,True,['pointer_operations'],1
CWE-476,CVE-2017-2647,67,1680,0,16,7,17,0,8,0,True,['pointer_operations'],1
CWE-476,CVE-2014-7826,47,1252,1,10,8,11,1,5,0,True,"['buffer_variables', 'pointer_operations', 'array_operations']",3
CWE-476,CVE-2014-7826,38,1062,1,9,5,12,0,5,0,True,['pointer_operations'],1
CWE-476,CVE-2014-7826,36,930,1,9,5,9,0,5,0,True,['pointer_operations'],1
CWE-476,CVE-2018-8043,64,1574,1,12,6,43,0,5,0,True,['pointer_operations'],1
CWE-476,CVE-2022-3110,25,843,1,1,3,35,9,2,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-3110,167,4530,1,33,7,91,1,6,4,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2018-1092,255,8153,0,105,10,123,5,35,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-15223,86,2244,1,18,8,35,0,7,0,True,"['unsafe_functions', 'pointer_operations']",2
CWE-476,CVE-2019-15223,49,1200,1,13,3,17,0,7,0,True,['pointer_operations'],1
CWE-476,CVE-2019-15223,28,681,1,9,3,12,0,5,0,True,['pointer_operations'],1
CWE-476,CVE-2019-15223,10,260,1,3,2,2,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2022-47929,87,2105,1,19,11,24,0,17,1,True,['pointer_operations'],1
CWE-476,CVE-2019-12984,23,515,1,5,3,3,3,2,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-12381,54,1361,1,16,5,40,0,6,1,True,['pointer_operations'],1
CWE-476,CVE-2019-15924,13,331,1,5,0,0,0,0,0,True,[],0
CWE-476,CVE-2020-11668,14,370,1,4,3,6,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-11668,23,498,1,1,2,10,3,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-11668,33,773,1,4,2,15,4,4,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2023-0458,60,1725,1,6,5,16,0,11,0,True,['pointer_operations'],1
CWE-476,CVE-2015-7515,215,7180,1,48,8,115,10,7,6,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2023-2177,235,7428,0,40,5,209,8,7,1,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-476,CVE-2023-2177,46,1022,1,8,3,11,0,4,1,True,['pointer_operations'],1
CWE-476,CVE-2022-1852,174,5051,1,31,5,69,0,31,0,True,['pointer_operations'],1
CWE-476,CVE-2022-1852,24,647,1,4,4,5,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2020-15437,62,1566,1,7,6,38,8,5,2,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-12364,16,532,1,7,2,2,6,0,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-12364,17,311,1,4,2,5,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2020-12364,60,2192,1,18,4,46,2,1,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2020-12364,124,3958,1,40,6,78,0,11,0,True,['pointer_operations'],1
CWE-476,CVE-2020-12364,79,2395,1,24,4,59,6,8,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2018-1130,63,1536,1,18,6,11,0,9,0,True,['pointer_operations'],1
CWE-476,CVE-2021-3739,148,4198,1,46,6,62,0,16,0,True,['pointer_operations'],1
CWE-476,CVE-2022-1205,29,696,1,14,1,17,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2022-1205,45,1127,1,16,4,15,0,4,0,True,['pointer_operations'],1
CWE-476,CVE-2019-15218,102,2630,1,25,3,62,6,6,2,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-15219,140,3323,1,27,6,65,7,11,2,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2022-3202,39,900,1,20,3,21,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2016-10147,13,336,1,2,4,4,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2016-10147,65,1765,1,16,9,52,1,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2023-3106,9,245,1,2,4,4,1,0,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2023-3106,44,1061,1,8,7,18,8,5,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2021-4095,45,1075,1,8,1,8,0,5,0,True,['pointer_operations'],1
CWE-476,CVE-2021-4095,45,1372,1,11,5,11,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2018-5333,93,2727,1,12,6,114,0,8,0,True,['pointer_operations'],1
CWE-476,CVE-2017-16647,10,225,1,2,3,3,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2017-16647,10,260,1,2,3,3,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2019-20054,15,292,1,4,2,5,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2023-3212,52,1457,1,26,5,34,0,9,0,True,['pointer_operations'],1
CWE-476,CVE-2017-18216,41,1164,1,9,6,17,2,6,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-18216,6,255,0,1,1,3,0,0,0,True,['pointer_operations'],1
CWE-476,CVE-2017-18216,49,1446,1,8,5,22,0,7,0,True,['pointer_operations'],1
CWE-476,CVE-2017-7374,45,1309,1,9,3,12,0,4,0,True,['pointer_operations'],1
CWE-476,CVE-2017-7374,12,331,1,1,2,4,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2017-7374,56,1427,1,15,8,19,0,6,0,True,['pointer_operations'],1
CWE-476,CVE-2017-7374,66,1694,1,10,5,55,1,11,0,True,"['unsafe_functions', 'pointer_operations', 'array_operations']",3
CWE-476,CVE-2022-3104,29,886,1,8,2,8,3,0,3,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2021-3543,42,877,1,9,6,9,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2023-22997,59,1211,1,13,5,12,0,5,1,True,['pointer_operations'],1
CWE-476,CVE-2023-22997,53,1114,1,9,6,10,0,4,1,True,['pointer_operations'],1
CWE-476,CVE-2015-8787,49,1299,1,10,5,24,3,3,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2023-23001,10,284,1,3,2,5,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2018-14616,9,222,1,3,3,1,1,1,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2018-14616,114,3693,1,69,5,82,5,15,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2018-14616,33,896,0,11,5,4,0,4,0,True,['pointer_operations'],1
CWE-476,CVE-2018-19406,52,1292,1,9,6,20,4,7,0,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2019-9213,74,2168,1,15,3,21,0,8,0,True,['pointer_operations'],1
CWE-476,CVE-2014-2678,32,833,1,7,1,11,0,3,0,True,['pointer_operations'],1
CWE-476,CVE-2017-9211,26,766,1,4,3,24,0,4,0,True,['pointer_operations'],1
CWE-476,CVE-2019-15291,56,1325,1,11,5,17,0,4,0,True,['pointer_operations'],1
CWE-476,CVE-2019-12378,39,847,1,11,4,19,0,5,1,True,['pointer_operations'],1
CWE-476,CVE-2019-19227,10,349,1,5,0,4,0,1,0,True,['pointer_operations'],1
CWE-476,CVE-2019-19227,47,885,1,18,0,9,0,6,0,True,['pointer_operations'],1
CWE-476,CVE-2017-12192,50,1120,1,9,2,8,0,6,0,True,"['buffer_variables', 'pointer_operations']",2
CWE-476,CVE-2020-25285,23,566,1,3,6,6,0,3,0,True,"['buffer_variables', 'pointer_operations']",2
CWE-476,CVE-2020-25285,29,610,1,5,5,8,0,4,0,True,"['buffer_variables', 'pointer_operations']",2
CWE-476,CVE-2023-28327,39,867,1,8,5,29,8,3,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2017-12193,330,11215,1,64,12,142,61,21,14,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2023-1382,26,579,1,6,3,15,0,2,0,True,['pointer_operations'],1
CWE-476,CVE-2023-1382,39,967,1,11,6,19,0,3,1,True,['pointer_operations'],1
CWE-476,CVE-2023-22999,145,3500,1,45,6,54,2,20,1,True,"['pointer_operations', 'array_operations']",2
CWE-476,CVE-2018-1066,32,1089,1,3,3,21,0,2,0,True,"['buffer_variables', 'unsafe_functions', 'pointer_operations']",3
